project_name,project_id,year,project_type_name,dept_name,dept_sub_name,purchase_method_name,purchase_method_group_name,announce_date,project_money,price_build,sum_price_agree,budget_year,transaction_date,province,district,subdistrict,project_status,project_location,winner_tin,winner_name,contract_no,contract_date,contract_finish_date,contract_price_agree,contract_status
"ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก สายเลียบคลองสระพัฒนาตอนบน (ต่อจากโครงการเดิม) พร้อมติดตั้งไฟฟ้าส่องสว่าง หมู่ที่ 8 ตำบลคลองควาย อำเภอสามโคก จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6 เมตร ยาว 637 เมตร หนา 0.20 เมตร หรือพื้นที่ไม่น้อยกว่า 3,822 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60117413149.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,27 ธ.ค. 60,8240000,8250000.0,6249000.0,2561,12 มี.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,"LINESTRING(100.49730449653173 14.109165954239874,100.48303752875829 14.078531090489328)",145557002625.0,บริษัท ธนกฤต โยธาการ จำกัด,23/2561,12 มี.ค. 61,10 ก.ค. 61,"6,249,000",ระหว่างดำเนินการ
"ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก หมู่ที่ 11,12,13 และ 14 ถนนคลองซอยที่ 9 (ฝั่งตะวันออก) ตำบลบึงทองหลาง อำเภอลำลูกกา จังหวัดปทุมธานี ขนาดผิวจราจรกว้างไม่น้อยกว่า 6.00 เมตร ยาว 2,000 เมตร หนา 0.15 เมตร  หรือพื้นที่ไม่น้อยกว่า 12,000 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60127426476.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,22 ม.ค. 61,9200000,9273000.0,6210000.0,2561,19 มี.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.79510807991028 13.950925414144443),143547002370.0,ห้างหุ้นส่วนจำกัด ศรีอยุธยาการโยธา,27/2561,19 มี.ค. 61,17 มิ.ย. 61,"6,210,000",ระหว่างดำเนินการ
ประกวดราคาซื้อซื้อ ระบบ Access Control ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61057275297.0,2561,ซื้อ,สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ,ศูนย์เทคโนโลยีโลหะและวัสดุแห่งชาติ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 มิ.ย. 61,7500000,7500000.0,6200000.0,2561,13 ก.ค. 61,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,,105530045650.0,บริษัท รักษาความปลอดภัย ไทยซีคอม  จำกัด,3043180081,13 ก.ค. 61,10 พ.ย. 61,"6,200,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างอาคารนอนผู้รับบริการ คสล 2 ชั้น จำนวน 1 หลัง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60097184715.0,2561,จ้างก่อสร้าง,กรมพัฒนาสังคมและสวัสดิการ,ศูนย์คุ้มครองคนไร้ที่พึ่ง จังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,3 ต.ค. 60,7920000,7920000.0,6134000.0,2561,10 พ.ย. 60,ปทุมธานี,ธัญบุรี,รังสิต,ระหว่างดำเนินการ,POINT(100.73302656488 14.0184487680642),105553066726.0,กิจการร่วมค้า ลองไลฟ์ ดี,1/2561,10 พ.ย. 60,9 พ.ค. 61,"6,134,000",ระหว่างดำเนินการ
ประกวดราคาจ้างโครงการส่งเสริมการท่องเที่ยววัฒนธรรมวิถีชีวิตไทย-มอญ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61027427012.0,2561,จ้างทำของ/จ้างเหมาบริการ,สำนักงานปลัดกระทรวงวัฒนธรรม,สำนักงานวัฒนธรรมจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,6 มี.ค. 61,6878000,6878000.0,6120000.0,2561,30 มี.ค. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,,125547012776.0,บริษัท ดีเอวัน คอร์ปอเรชั่น จำกัด,8/2561,30 มี.ค. 61,27 ส.ค. 61,"6,120,000",ระหว่างดำเนินการ
"ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก หมู่ที่ 3 เชื่อมต่อหมู่ที่ 4 ตำบลบึงคอไห อำเภอลำลูกกา จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 2,010 เมตร  หนา 0.15 เมตร หรือพื้นที่ไม่น้อยกว่า 12,060 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60127063001.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,26 ม.ค. 61,9135000,9345000.0,6118000.0,2561,27 มี.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.89388847351074 14.012402211626538),135552002252.0,บริษัท พรประเสริฐ การโยธา จำกัด,37/2561,27 มี.ค. 61,25 มิ.ย. 61,"6,118,000",ระหว่างดำเนินการ
ประกวดราคาจ้างจ้างเหมาก่อสร้างปรับปรุงชั้นดาดฟ้า อาคาร NANOTEC Pilot Plant ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60097118544.0,2561,จ้างก่อสร้าง,สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ,ศูนย์นาโนเทคโนโลยีแห่งชาติ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,6 ต.ค. 60,7340000,7340000.0,6091691.33,2561,22 ม.ค. 61,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,POINT(100.60122728347778 14.080247027870284),115540005286.0,บริษัท พี.เอส.เพาเวอร์ลายส์ จำกัด,6055180001,22 ม.ค. 61,22 พ.ค. 61,"6,091,691",ระหว่างดำเนินการ
"ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนนคอนกรีตเสริมเหล็ก หมู่ที่ 4 (ถนนคู่ขนานทางด่วนฝั่งตะวันออก-ถนนคู่ขนานทางด่วนฝั่งตะวันตก) ตำบลเชียงรากใหญ่ อำเภอสามโคก จังหวัดปทุมธานี  ขนาดผิวจราจรกว้าง 6.00 เมตร ยาว 1,300 เมตร หนา 0.15 เมตร หรือพื้นที่ไม่น้อยกว่า 7,800 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60117424085.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,18 ธ.ค. 60,6103000,6133000.0,6090000.0,2561,5 ก.พ. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.57389399413101 14.0579293927991),193548000435.0,ห้างหุ้นส่วนจำกัด สมชัย สนธยา คอนสตรัคชั่น 2005,15/2561,5 ก.พ. 61,6 เม.ย. 61,"6,090,000",ระหว่างดำเนินการ
"ประกวดราคาจ้างแก้ไขคันทางทรุดตัวถนนสาย ปท.3023 แยกทางหลวงหมายเลข 305 - เลียบคลอง 11 ฝั่งตะวันตก อำเภอธัญบุรี, หนองเสือ จังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60086154001.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,แขวงทางหลวงชนบทปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,22 ส.ค. 60,3430000,3457362.0,6015600.0,2561,18 ต.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,"LINESTRING(100.84586955606937 14.15420117183156,100.84587760269642 14.15510559133363)",735522000108.0,บริษัท โชคดีวิศวภัณฑ์  จำกัด,13/2561,18 ต.ค. 60,31 ม.ค. 61,"3,007,800",ระหว่างดำเนินการ
ประกวดราคาซื้อครุภัณฑ์การเกษตร จำนวน 2 รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60107048018.0,2561,ซื้อ,กรมปศุสัตว์,สำนักเทคโนโลยีชีวภาพการผลิตปศุสัตว์ กรมปศุสัตว์ ปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,16 ต.ค. 60,5998000,5998000.0,5997000.0,2561,4 ธ.ค. 60,ปทุมธานี,เมืองปทุมธานี,บางกะดี,ระหว่างดำเนินการ,,195549000724.0,บริษัท แอนเทค (2006) จำกัด,สทป.10/2561,4 ธ.ค. 60,2 ก.พ. 61,"5,997,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างปรับปรุงภูมิทัศน์และส่วนประกอบเพิ่มเติมในพื้นที่ก่อสร้างอาคารสำนักงานวัฒนธรรมจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60117490370.0,2561,จ้างก่อสร้าง,สำนักงานปลัดกระทรวงวัฒนธรรม,สำนักงานวัฒนธรรมจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,7 ธ.ค. 60,6480100,6480100.0,5960000.0,2561,29 ธ.ค. 60,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,POINT(100.5301433801651 14.020094763607093),103546029207.0,ห้างหุ้นส่วนจำกัด บูรณาไท,1/2561,29 ธ.ค. 60,26 ส.ค. 61,"5,960,000",ระหว่างดำเนินการ
ประกวดราคาซื้ออาหารดิบรายสิ่งพร้อมเครื่องปรุงสำหรับใช้เลียงผู้ต้องกักขังและผู้เข้ารับการตรวจพิสูจน์ ประจำปีงบประมาณ พ.ศ.2562 ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61087423911.0,2561,ซื้อ,กรมราชทัณฑ์,สถานกักขังกลางจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,27 ส.ค. 61,9756650,9756650.0,5952039.4,2561,24 ก.ย. 61,ปทุมธานี,ธัญบุรี,รังสิต,ระหว่างดำเนินการ,,133551004951.0,ห้างหุ้นส่วนจำกัด เจริญทวีธรรม,"E1,2/2562",24 ก.ย. 61,30 ก.ย. 62,"5,952,039",ระหว่างดำเนินการ
ประกวดราคาซื้อกล้องจุลทรรศ์เปรียบเทียบลูกกระสุนปืนและปลอกกระสุน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60117133478.0,2561,ซื้อ,สำนักงานตำรวจแห่งชาติ,ศูนย์พิสูจน์หลักฐาน 1 สำนักงานตำรวจแห่งชาติ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,7 ธ.ค. 60,6000000,6000000.0,5920000.0,2561,10 ม.ค. 61,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,,105545053424.0,บริษัท แสงวิทย์ ซายน์ จำกัด,10/2561,10 ม.ค. 61,10 เม.ย. 61,"5,920,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างเขื่อนคอนกรีตเสริมเหล็กริมคลองทางหลวง หมู่ที่ 1 ตำบลบ้านฉาง อำเภอเมืองปทุมธานี จังหวัดปทุมธานี ยาว 350 เมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60127165286.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,16 ก.พ. 61,6000000,6003000.0,5903005.66,2561,19 มิ.ย. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,"LINESTRING(100.51374479937661 14.045514981004334,100.49867674517739 14.014871597082266)",105538044211.0,บริษัท ปาล์ม คอน จำกัด,76/2561,19 มิ.ย. 61,17 ต.ค. 61,"5,903,006",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างก่อสร้างถนนคอนกรีตเสริมเหล็กพร้อมท่อระบายน้ำ และบ่อพัก ซอยร่วมสุข 6 หมู่ 5 ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61027237048.0,2561,จ้างก่อสร้าง,เทศบาลเมืองลาดสวาย,เทศบาลเมืองลาดสวาย,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,21 ก.พ. 61,8100000,8100000.0,5845000.0,2561,20 เม.ย. 61,ปทุมธานี,ลำลูกกา,ลาดสวาย,ระหว่างดำเนินการ,POINT(100.68696536613301 13.95399440172),135552002252.0,บริษัท พรประเสริฐ การโยธา จำกัด,E6/2561,20 เม.ย. 61,18 ส.ค. 61,"5,845,000",ระหว่างดำเนินการ
ประกวดราคาเช่าเช่าครุภัณฑ์คอมพิวเตอร์แบบพกพา จำนวน 178 เครื่อง และคอมพิวเตอร์แบบตั้งโต๊ะ จำนวน 2 เครื่อง ระยะเวลา เช่า 3 ปี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61037164796.0,2561,เช่า,สำนักงานพัฒนาวิทยาศาสตร์และเทคโนโลยีแห่งชาติ,ศูนย์นาโนเทคโนโลยีแห่งชาติ,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,19 มี.ค. 61,7776000,7776000.0,5684040.0,2561,3 พ.ค. 61,ปทุมธานี,คลองหลวง,คลองหนึ่ง,ระหว่างดำเนินการ,,105535119244.0,บริษัท เมโทรโปรเฟสชั่นแนลโปรดักส์ จำกัด,6057180001(6043180050),3 พ.ค. 61,2 พ.ค. 64,"5,684,040",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนน คสล.พร้อมวางท่อระบายน้ำ หมู่บ้านธารารินทร์ ซอย 2 (ช่วงที่ 1) ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),61027274976.0,2561,จ้างก่อสร้าง,เทศบาลนครรังสิต,เทศบาลนครรังสิต,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,22 ก.พ. 61,8000000,6724000.0,5640000.0,2561,24 พ.ค. 61,ปทุมธานี,ธัญบุรี,ประชาธิปัตย์,ระหว่างดำเนินการ,POINT(100.63306994447301 13.9881374041105),143547002370.0,ห้างหุ้นส่วนจำกัด ศรีอยุธยาการโยธา,CNTR-1163/61,24 พ.ค. 61,21 ก.ย. 61,"5,640,000",ระหว่างดำเนินการ
"ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนนแอสฟัลท์คอนกรีต หมู่ที่ 12,13,14 ตำบลบึงคำพร้อย อำเภอลำลูกกา จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 7.00 เมตร ยาว 2,900 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 20,300 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",61017460688.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,12 มี.ค. 61,8000000,8392000.0,5530000.0,2561,23 พ.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.70647716522217 13.994361698081322),143547002370.0,ห้างหุ้นส่วนจำกัด ศรีอยุธยาการโยธา,64/2561,23 พ.ค. 61,22 ก.ค. 61,"5,530,000",ระหว่างดำเนินการ
ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างถนน คสล.สายหนองปลาดุก หมู่ที่6 ตำบลบ่อเงิน อำเภอลาดหลุมแก้ว จังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60127028572.0,2561,จ้างก่อสร้าง,กรมการปกครอง,ที่ทำการปกครองอำเภอลาดหลุมแก้ว,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,15 ธ.ค. 60,8619100,8619100.0,5500000.0,2561,17 ม.ค. 61,ปทุมธานี,ลาดหลุมแก้ว,ระแหง,ระหว่างดำเนินการ,POINT(100.40331110358237 14.101626177684542),145544000653.0,บริษัท ศรีภูมิการโยธา จำกัด,1/2561,17 ม.ค. 61,17 เม.ย. 61,"5,500,000",ระหว่างดำเนินการ
"ประกวดราคาจ้างก่อสร้างโครงการก่อสร้างหินเรียงยาแนวกันตลิ่ง ขนาดกว้าง 3.00 ม. ระยะทาง 1,640 ม. พื้นที่ไม่น้อยกว่า 4,920 ตร.ม. หมู่ที่ 9,10 (คลองหกฝั่งตะวันตก) ตำบลบึงคำพร้อย ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60127079829.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนตำบลบึงคำพร้อย,องค์การบริหารส่วนตำบลบึงคำพร้อย,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,14 ธ.ค. 60,5698600,5698600.0,5489500.0,2561,25 ม.ค. 61,ปทุมธานี,เมืองปทุมธานี,บางปรอก,ระหว่างดำเนินการ,POINT(100.7296085357666 13.990999114568224),133539001246.0,ห้างหุ้นส่วนจำกัด อุดมโชคการโยธา,23/2561,25 ม.ค. 61,25 พ.ค. 61,"5,489,500",ระหว่างดำเนินการ
ประกวดราคาซื้อซื้อเมล็ดพันธุ์พืชปุ๋ยสดพร้อมขนส่ง จำนวน 174 ตัน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60107133357.0,2561,ซื้อ,กรมพัฒนาที่ดิน,สำนักงานพัฒนาที่ดินเขต 1 ปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,1 พ.ย. 60,5742000,5742000.0,5460990.0,2561,15 ม.ค. 61,ปทุมธานี,ธัญบุรี,ลำผักกูด,สิ้นสุดสัญญา,,163523000075.0,ห้างหุ้นส่วนจำกัด ชัยชนะเกษตร,4/2561,15 ม.ค. 61,16 มี.ค. 61,"5,460,990",สิ้นสุดสัญญา
ประกวดราคาซื้อคอนกรีตผสมเสร็จ จำนวน 1 รายการ ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086177413.0,2561,ซื้อ,กรมทางหลวง,ศูนย์สร้างและบูรณะสะพานที่ 3 กรมทางหลวง ปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,21 ส.ค. 60,8050000,8050000.0,5366585.0,2561,16 ต.ค. 60,ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม,สิ้นสุดสัญญา,,105537129000.0,บริษัท คิว-วันคอร์ปอเรชั่น จำกัด,สพ.3/บค.4/2561,16 ต.ค. 60,13 มิ.ย. 61,"5,366,585",สิ้นสุดสัญญา
ประกวดราคาจ้างจ้างแก้ไขคันทางทรุดตัวสาย อท.4008 แยกทางหลวงหมายเลข 3064 - บ้านคลองขุน อำเภอโพธิ์ทอง วิเศษชัยชาญ จังหวัดอ่างทอง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60097135378.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,สำนักงานทางหลวงชนบทที่ 1 (ปทุมธานี),ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,29 ก.ย. 60,5488000,5488263.0,5323000.0,2561,23 พ.ย. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,POINT(100.390950942635 14.6368791624478),193525000030.0,ห้างหุ้นส่วนจำกัด สระบุรีวณิชชากร,คค 0709/30/2561,23 พ.ย. 60,22 เม.ย. 61,"5,323,000",ระหว่างดำเนินการ
"ประกวดราคาจ้างก่อสร้างงานเสริมผิวทางแอสฟัลต์คอนกรีตปรับปรุงคุณภาพด้วยยางธรรมชาติทางหลวงชนบทสายปท.3035 แยกทางหลวงหมายเลข 305 - คลองแสนแสบ อำเภอธัญบุรี, ลำลูกกา, หนองเสือ จังหวัดปทุมธานี จำนวน 1 แห่ง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",61087163129.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,แขวงทางหลวงชนบทปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,16 ส.ค. 61,8000000,8219696.0,5300000.0,2561,26 ก.ย. 61,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,สิ้นสุดสัญญา,"LINESTRING(100.8953046798706 13.98999969946259,100.8953583240509 13.983899008925672,100.89560508728027 13.977798156618837,100.89584112167358 13.974070935190982,100.89556217193604 13.969469086954847,100.89550852775574 13.96528361573042,100.8955192565918 13.96113971608028)",193525000030.0,ห้างหุ้นส่วนจำกัด สระบุรีวณิชชากร,45/2561,26 ก.ย. 61,25 พ.ย. 61,"5,300,000",สิ้นสุดสัญญา
ประกวดราคาซื้อลวดเหล็กตีเกลียวขนาดเส้นผ่านศูนย์กลาง 3/8 นิ้ว มอก.420 จำนวน 185 ตัน ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding),60086172641.0,2561,ซื้อ,กรมทางหลวง,ศูนย์สร้างและบูรณะสะพานที่ 3 กรมทางหลวง ปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,21 ส.ค. 60,7307500,7307500.0,5298923.55,2561,11 ต.ค. 60,ปทุมธานี,ลาดหลุมแก้ว,คลองพระอุดม,สิ้นสุดสัญญา,,105539129317.0,บริษัท เอส วี เอ็น มาสเตอร์ วัสดุ จำกัด,755/60/61/1,11 ต.ค. 60,19 ต.ค. 60,"5,298,924",สิ้นสุดสัญญา
"ประกวดราคาจ้างก่อสร้างโครงการปรับปรุงถนนทางหลวงท้องถิ่น สายบ้านคลองสระ หมู่ที่ 2 - บ้านคลองสระ หมู่ที่ 3 (อบจ.ปท.2018) อำเภอสามโคก จังหวัดปทุมธานี ขนาดผิวจราจรกว้าง 7 เมตร ไหล่ทางข้างละ 1 เมตร ยาว 2,365 เมตร หนา 0.05 เมตร หรือพื้นที่ไม่น้อยกว่า 21,285 ตารางเมตร ตามแบบองค์การบริหารส่วนจังหวัดปทุมธานี ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60127077008.0,2561,จ้างก่อสร้าง,องค์การบริหารส่วนจังหวัดปทุมธานี,องค์การบริหารส่วนจังหวัดปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,4 ม.ค. 61,7200000,7266000.0,5184000.0,2561,15 มี.ค. 61,ปทุมธานี,เมืองปทุมธานี,บ้านฉาง,ระหว่างดำเนินการ,POINT(100.45846939086914 14.104237949169104),145557002625.0,บริษัท ธนกฤต โยธาการ จำกัด,26/2561,15 มี.ค. 61,13 มิ.ย. 61,"5,184,000",ระหว่างดำเนินการ
"ประกวดราคาจ้างซ่อมสร้างผิวทางพาราแอสฟัลติกคอนกรีต (โดยวิธี Pavement In-Place Recycling) ถนนสาย ปท.4001 แยกทางหลวงหมายเลข 3261 - บ้านคลองห้า อำเภอหนองเสือ, คลองหลวง จังหวัดปทุมธานี จำนวน 1 แห่ง ด้วยวิธีประกวดราคาอิเล็กทรอนิกส์ (e-bidding)",60107133945.0,2561,จ้างก่อสร้าง,กรมทางหลวงชนบท,แขวงทางหลวงชนบทปทุมธานี,ประกวดราคาอิเล็กทรอนิกส์ (e-bidding),วิธีการจัดหา ประกาศเชิญชวนทั่วไป คัดเลือก เฉพาะเจาะจง,3 พ.ย. 60,6948200,6963943.0,5179000.0,2561,26 ธ.ค. 60,ปทุมธานี,ลำลูกกา,บึงคำพร้อย,ระหว่างดำเนินการ,"LINESTRING(100.81511199474335 14.131917245369802,100.81217229366302 14.13174037491695,100.80925673246382 14.13170135935737,100.80339878797531 14.131597317832451)",705554001134.0,บริษัท พี เอส ดี คอนสตรัคชั่น 2011  จำกัด,34/2561,26 ธ.ค. 60,26 มี.ค. 61,"5,179,000",ระหว่างดำเนินการ
