StrategicIssues,project_name,PriorityOrder,Sub-activities,Strategy,ProjectIndicators,ImplementingAgency,AlignmentwithThailandVision,Budget
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3027,,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีตสายปท.3027,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3027,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3028,,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีตสายปท.3028,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3028,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3030,,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีตสายปท.3030,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3030,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3032,,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีตสายปท.3032,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3032,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3033,,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีตสายปท.3033,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ซ่อมสร้างผิวทางแอสฟัลต์คอนกรีต สายปท.3033,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,25000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวงระหว่าง กม.34+000 – 40+220ด้านซ้ายทาง,,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอนสนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวงระหว่าง กม.34+000 – 40+220ด้านซ้ายทาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวงระหว่าง กม.34+000 – 40+220ด้านซ้ายทาง,กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวง ระหว่าง กม.28+500 - กม.32+000ด้านขวาทาง,,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอนสนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวงระหว่าง กม.28+500 - กม.32+000ด้านขวาทาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวง ระหว่าง กม.28+500 - กม.32+000ด้านขวาทาง,กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,10000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวง ระหว่าง กม.29+200 - กม.35+700ทางขนาน ด้านขวาทาง (เป็นช่วงๆ),,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอนสนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวงระหว่าง กม.29+200 - กม.35+700ทางขนาน ด้านขวาทาง (เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวง ระหว่าง กม.29+200 - กม.35+700ทางขนาน ด้านขวาทาง(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,7500000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวง ที่ กม.31+984 บริเวณต่างระดับรังสิต (เป็นช่วงๆ),,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอนสนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวงที่ กม.31+984 บริเวณต่างระดับรังสิต(เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 1 ตอน สนามกีฬาธูปเตมีย์– ต่างระดับคลองหลวง ที่ กม.31+984 บริเวณต่างระดับรังสิต (เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,10000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,บํารุงรักษาทางหลวงทางหลวงหมายเลข 1 ตอนต่างระดับคลองหลวง –ประตูน้ำพระอินทร์ ระหว่างกม.39+500 - กม.41+500ทางขนานด้านขวาทาง,,บํารุงรักษาทางหลวงทางหลวงหมายเลข 1ตอนต่างระดับคลองหลวง – ประตูน้ำพระอินทร์ระหว่าง กม.39+500 - กม.41+500ทางขนานด้านขวาทาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,บํารุงรักษาทางหลวงทางหลวงหมายเลข 1 ตอนต่างระดับคลองหลวง –ประตูน้ำพระอินทร์ ระหว่างกม.39+500 - กม.41+500 ทางขนานด้านขวาทาง,กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,20000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,บํารุงรักษาทางหลวงทางหลวงหมายเลข 1 ตอน ต่างระดับคลองหลวง –ประตูน้ำพระอินทร์ ระหว่างกม.39+500 - กม.41+000ทางขนานด้านซ้ายทาง,,บํารุงรักษาทางหลวงทางหลวงหมายเลข 1ตอน ต่างระดับคลองหลวง – ประตูน้ำพระอินทร์ ระหว่าง กม.39+500 - กม.41+000 ทางขนานด้านซ้ายทาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,บํารุงรักษาทางหลวงทางหลวงหมายเลข 1 ตอนต่างระดับคลองหลวง –ประตูน้ำพระอินทร์ ระหว่างกม.39+500 - กม.41+000 ทางขนานด้านซ้ายทาง,กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,20000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,บํารุงรักษาทางหลวงทางหลวงหมายเลข 345 ตอน บางคูวัด – บางพูนระหว่าง กม.14+900 - กม.15+900 ด้านขวาทาง,,บํารุงรักษาทางหลวงทางหลวงหมายเลข345 ตอน บางคูวัด – บางพูน ระหว่างกม.14+900 - กม.15+900 ด้านขวาทาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,บํารุงรักษาทางหลวงทางหลวงหมายเลข 345 ตอนบางคูวัด – บางพูนระหว่าง กม.14+900 -กม.15+900 ด้านขวาทาง,กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,20000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,"บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 347 ตอน เทคโนปทุมธานี –ต่างระดับเชียงรากน้อย ระหว่างกม.0+000 -กม.2+000 ,กม.3+500 - กม.5+500 ,กม.6+000 - กม.7+900(เป็นช่วงๆ) ด้านซ้ายทาง",,"บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข347 ตอน เทคโนปทุมธานี – ต่างระดับเชียงรากน้อย ระหว่าง กม.0+000 -กม.2+000 , กม.3+500 - กม.5+500 ,กม.6+000 - กม.7+900 (เป็นช่วงๆ)ด้านซ้ายทาง",กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,"บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 347 ตอนเทคโนปทุมธานี – ต่างระดับเชียงรากน้อย ระหว่าง กม.0+000 -กม.2+000 ,กม.3+500 - กม.5+500, กม.6+000 - กม.7+900 (เป็นช่วงๆ)ด้านซ้ายทาง",กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,"บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 347 ตอน เทคโนปทุมธานี –ต่างระดับเชียงรากน้อย ระหว่างกม.2+200 -กม.2+700 ,กม.4+000 - กม.5+800 ,กม.6+000 - กม.7+900(เป็นช่วงๆ) ด้านขวาทาง",,"บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข347 ตอน เทคโนปทุมธานี – ต่างระดับเชียงรากน้อย ระหว่าง กม.2+200 -กม.2+700 , กม.4+000 - กม.5+800 ,กม.6+000 - กม.7+900 (เป็นช่วงๆ)ด้านขวาทาง",กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,"บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 347 ตอนเทคโนปทุมธานี – ต่างระดับเชียงรากน้อย ระหว่าง กม.2+200 -กม.2+700 ,กม.4+000 - กม.5+800, กม.6+000 - กม.7+900 (เป็นช่วงๆ)ด้านขวาทาง",กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,บํารุงรักษาทางหลวงทางหลวงหมายเลข 9 ตอน คลองบางหลวง – ต่างระดับเชียงรากน้อย ระหว่างกม.77+000 - กม.77+600ด้านซ้ายทางและขวาทาง,,บํารุงรักษาทางหลวงทางหลวงหมายเลข 9ตอน คลองบางหลวง – ต่างระดับเชียงรากน้อย ระหว่าง กม.77+000 - กม.77+600 ด้านซ้ายทางและขวาทาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,บํารุงรักษาทางหลวงทางหลวงหมายเลข 9 ตอนคลองบางหลวง – ต่างระดับเชียงรากน้อย ระหว่าง กม.77+000 - กม.77+600ด้านซ้ายทางและขวาทาง,กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,30000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 3902 ตอน คลองระพิพัฒน์ –บึงคําพร้อย ระหว่าง กม.3+700 - กม.11+279(เป็นช่วงๆ),,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข3902 ตอน คลองระพิพัฒน์ – บึงคําพร้อยระหว่าง กม.3+700 - กม.11+279(เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 3902ตอน คลองระพิพัฒน์ – บึงคําพร้อย ระหว่าง กม.3+700 - กม.11+279(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 3902 ตอน คลองระพิพัฒน์ –บึงคําพร้อย ระหว่าง กม.11+339 - กม.21+895(เป็นช่วงๆ),,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข3902 ตอน คลองระพิพัฒน์ – บึงคําพร้อยระหว่าง กม.11+339 - กม.21+895(เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 3902ตอน คลองระพิพัฒน์ – บึงคําพร้อย ระหว่าง กม.11+339 - กม.21+895(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 3902 ตอน คลองระพิพัฒน์ –บึงคําพร้อย ระหว่าง กม.22+619 - กม.32+000(เป็นช่วงๆ),,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข3902 ตอน คลองระพิพัฒน์ – บึงคําพร้อยระหว่าง กม.22+619 - กม.32+000(เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,บูรณะทางผิวแอสฟัลต์ทางหลวงหมายเลข 3902ตอน คลองระพิพัฒน์ – บึงคําพร้อย ระหว่าง กม.22+619 - กม.32+000(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,15000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346 ตอน ต่างระดับรังสิต –สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี ระหว่าง กม.0+000- กม.6+213 ด้านซ้ายทาง(เป็นช่วงๆ),,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346ตอนต่างระดับรังสิต – สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี ระหว่าง กม.0+000 -กม.6+213 ด้านซ้ายทาง (เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346 ตอน ต่างระดับรังสิต – สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานีระหว่าง กม.0+000 - กม.6+213 ด้านซ้ายทาง(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,10000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346 ตอน ต่างระดับรังสิต –สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี ระหว่าง กม.0+000- กม.6+213 ด้านขวาทาง(เป็นช่วงๆ),,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346ตอนต่างระดับรังสิต – สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานี ระหว่าง กม.0+000 -กม.6+213 ด้านขวาทาง (เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346 ตอน ต่างระดับรังสิต – สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานีระหว่าง กม.0+000 - กม.6+213 ด้านขวาทาง(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,10000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 3111 ตอน ปทุมธานี – ท้ายเกาะ ระหว่าง กม.0+000 -กม.6+900 ด้านซ้ายทาง(เป็นช่วงๆ),,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 3111ตอน ปทุมธานี – ท้ายเกาะ ระหว่าง กม.0+000 - กม.6+900 ด้านซ้ายทาง (เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 3111 ตอนปทุมธานี – ท้ายเกาะระหว่าง กม.0+000 - กม.6+900 ด้านซ้ายทาง(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,13000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 3111 ตอน ปทุมธานี – ท้ายเกาะ ระหว่าง กม.0+000 -กม.6+900 ด้านขวาทาง(เป็นช่วงๆ),,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 3111ตอน ปทุมธานี – ท้ายเกาะ ระหว่าง กม.0+000 - กม.6+900 ด้านขวาทาง (เป็นช่วงๆ),กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 3111 ตอนปทุมธานี – ท้ายเกาะระหว่าง กม.0+000 - กม.6+900 ด้านขวาทาง(เป็นช่วงๆ),กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,13000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,งานฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346 ตอน สะพานคลองเปรม -สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานีระหว่าง กม.1+740 -กม.2+500 ด้านซ้ายทาง,,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346ตอน สะพานคลองเปรม - สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานีระหว่าง กม.1+740 -กม.2+500 ด้านซ้ายทาง,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ฉาบผิวแอสฟัลต์ทางหลวงหมายเลข 346 ตอนสะพานคลองเปรม -สะพานข้ามแม่น้ำเจ้าพระยาปทุมธานีระหว่างกม.1+740 - กม.2+500ด้านซ้ายทาง,กรมทางหลวง,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,30000000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ติดตั้งไฟฟ้าสายปท.4001,,ติดตั้งไฟฟ้า สายปท.4001,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ติดตั้งไฟฟ้า สายปท.4001,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,1990000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ติดตั้งไฟฟ้าสายปท.3007,,ติดตั้งไฟฟ้า สายปท.3007,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ติดตั้งไฟฟ้า สายปท.3007,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,1990000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ติดตั้งไฟฟ้าสายปท.3008,,ติดตั้งไฟฟ้า สายปท.3008,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ติดตั้งไฟฟ้า สายปท.3008,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,1990000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ติดตั้งไฟฟ้าสายปท.1021,,ติดตั้งไฟฟ้า สายปท.1021,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ติดตั้งไฟฟ้า สายปท.1021,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,1990000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ติดตั้งไฟฟ้าสายปท.3027,,ติดตั้งไฟฟ้า สายปท.3027,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ติดตั้งไฟฟ้า สายปท.3027,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,1990000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ติดตั้งไฟฟ้าสายปท.3014,,ติดตั้งไฟฟ้า สายปท.3014,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ติดตั้งไฟฟ้า สายปท.3014,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,1900000.0
ประเด็นยุทธศาสตร์ที่ 4 : ยกระดับการจัดสวัสดิการสังคมและพัฒนาโครงสร้างพื้นฐานให้ทั่วถึงเพื่อสร้างความเข้มแข็งและพัฒนาชีวิตชุมชน,ติดตั้งไฟฟ้าสายปท.3006,,ติดตั้งไฟฟ้า สายปท.3006,กลยุทธ์ที่ 1 พัฒนาชุมชนเข้มแข็งด้วยกระบวนการมีส่วนร่วม,ติดตั้งไฟฟ้า สายปท.3006,กรมทางหลวงชนบท,2.4 การพัฒนาโครงสร้างพื้นฐานรองรับการเติบโต,1900000.0
